names,years,num_trips
W 100 St & Manhattan Ave,2016,480
W 104 St & Amsterdam Ave,2016,1505
W 106 St & Amsterdam Ave,2016,2350
W 106 St & Central Park West,2016,4076
W 107 St & Columbus Ave,2016,1354
W 11 St & 6 Ave,2013,17064
W 11 St & 6 Ave,2014,12105
W 11 St & 6 Ave,2015,20819
W 11 St & 6 Ave,2016,20432
W 13 St & 5 Ave,2013,18581
W 13 St & 5 Ave,2014,989
W 13 St & 5 Ave,2015,27015
W 13 St & 5 Ave,2016,27881
W 13 St & 6 Ave,2013,24026
W 13 St & 6 Ave,2014,45847
W 13 St & 6 Ave,2015,40766
W 13 St & 6 Ave,2016,35835
W 13 St & 7 Ave,2013,18194
W 13 St & 7 Ave,2014,29627
W 13 St & 7 Ave,2015,34319
W 13 St & 7 Ave,2016,19628
W 13 St & Hudson St,2015,12734
W 13 St & Hudson St,2016,38856
W 14 St & The High Line,2013,13924
W 14 St & The High Line,2014,21399
W 14 St & The High Line,2015,30654
W 14 St & The High Line,2016,31638
W 15 St & 7 Ave,2013,24756
W 15 St & 7 Ave,2014,35120
W 15 St & 7 Ave,2015,40585
W 15 St & 7 Ave,2016,39816
W 16 St & The High Line,2013,18037
W 16 St & The High Line,2014,33057
W 16 St & The High Line,2015,26310
W 16 St & The High Line,2016,36751
W 17 St & 8 Ave,2013,28097
W 17 St & 8 Ave,2014,45612
W 17 St & 8 Ave,2015,46381
W 17 St & 8 Ave,2016,45101
W 18 St & 6 Ave,2013,29368
W 18 St & 6 Ave,2014,52215
W 18 St & 6 Ave,2015,52812
W 18 St & 6 Ave,2016,53131
W 20 St & 11 Ave,2013,45800
W 20 St & 11 Ave,2014,39644
W 20 St & 11 Ave,2015,62800
W 20 St & 11 Ave,2016,63596
W 20 St & 7 Ave,2013,22631
W 20 St & 7 Ave,2014,34972
W 20 St & 7 Ave,2015,41512
W 20 St & 7 Ave,2016,38080
W 20 St & 8 Ave,2013,17822
W 20 St & 8 Ave,2014,27642
W 20 St & 8 Ave,2015,36134
W 20 St & 8 Ave,2016,31269
W 21 St & 6 Ave,2013,38378
W 21 St & 6 Ave,2014,73448
W 21 St & 6 Ave,2015,87149
W 21 St & 6 Ave,2016,76373
W 22 St & 10 Ave,2013,28791
W 22 St & 10 Ave,2014,46677
W 22 St & 10 Ave,2015,51292
W 22 St & 10 Ave,2016,46322
W 22 St & 8 Ave,2013,23079
W 22 St & 8 Ave,2014,35740
W 22 St & 8 Ave,2015,43206
W 22 St & 8 Ave,2016,40055
W 24 St & 7 Ave,2013,25591
W 24 St & 7 Ave,2014,45252
W 24 St & 7 Ave,2015,53083
W 24 St & 7 Ave,2016,42232
W 25 St & 6 Ave,2013,27048
W 25 St & 6 Ave,2014,36867
W 25 St & 6 Ave,2015,41850
W 25 St & 6 Ave,2016,39812
W 26 St & 10 Ave,2013,22391
W 26 St & 10 Ave,2014,28788
W 26 St & 10 Ave,2015,34026
W 26 St & 10 Ave,2016,39213
W 26 St & 8 Ave,2013,20364
W 26 St & 8 Ave,2014,37331
W 26 St & 8 Ave,2015,46488
W 26 St & 8 Ave,2016,47241
W 27 St & 10 Ave,2016,8827
W 27 St & 7 Ave,2013,25024
W 27 St & 7 Ave,2014,39632
W 27 St & 7 Ave,2015,48639
W 27 St & 7 Ave,2016,33649
W 29 St & 9 Ave,2013,14902
W 29 St & 9 Ave,2014,25182
W 29 St & 9 Ave,2015,29730
W 29 St & 9 Ave,2016,2230
W 31 St & 7 Ave,2013,20586
W 31 St & 7 Ave,2014,53178
W 31 St & 7 Ave,2015,56775
W 31 St & 7 Ave,2016,51941
W 33 St & 7 Ave,2013,27579
W 33 St & 7 Ave,2014,42631
W 33 St & 7 Ave,2015,45575
W 33 St & 7 Ave,2016,43698
W 34 St & 11 Ave,2013,9257
W 34 St & 11 Ave,2014,16087
W 34 St & 11 Ave,2015,21803
W 34 St & 11 Ave,2016,24204
W 37 St & 10 Ave,2013,19567
W 37 St & 10 Ave,2014,29436
W 37 St & 10 Ave,2015,33443
W 37 St & 10 Ave,2016,24704
W 37 St & 5 Ave,2013,15476
W 37 St & 5 Ave,2014,24359
W 37 St & 5 Ave,2015,28469
W 37 St & 5 Ave,2016,25640
W 38 St & 8 Ave,2013,24881
W 38 St & 8 Ave,2014,49223
W 38 St & 8 Ave,2015,53143
W 38 St & 8 Ave,2016,50764
W 39 St & 9 Ave,2013,26930
W 39 St & 9 Ave,2014,42503
W 39 St & 9 Ave,2015,44034
W 39 St & 9 Ave,2016,37603
W 4 St & 7 Ave S,2013,30689
W 4 St & 7 Ave S,2014,42952
W 4 St & 7 Ave S,2015,46551
W 4 St & 7 Ave S,2016,40067
W 41 St & 8 Ave,2013,36665
W 41 St & 8 Ave,2014,51922
W 41 St & 8 Ave,2015,64620
W 41 St & 8 Ave,2016,55231
W 42 St & 8 Ave,2013,17428
W 42 St & 8 Ave,2014,29570
W 42 St & 8 Ave,2015,60495
W 42 St & 8 Ave,2016,31587
W 42 St & Dyer Ave,2016,29962
W 43 St & 10 Ave,2013,20621
W 43 St & 10 Ave,2014,30771
W 43 St & 10 Ave,2015,37835
W 43 St & 10 Ave,2016,31643
W 43 St & 6 Ave,2013,18324
W 43 St & 6 Ave,2014,4794
W 43 St & 6 Ave,2015,24346
W 43 St & 6 Ave,2016,27538
W 44 St & 5 Ave,2013,13217
W 44 St & 5 Ave,2014,23798
W 44 St & 5 Ave,2015,34996
W 44 St & 5 Ave,2016,34803
W 45 St & 6 Ave,2013,15973
W 45 St & 6 Ave,2014,30450
W 45 St & 6 Ave,2015,23952
W 45 St & 6 Ave,2016,25292
W 45 St & 8 Ave,2013,21613
W 45 St & 8 Ave,2014,25438
W 45 St & 8 Ave,2015,33251
W 45 St & 8 Ave,2016,30829
W 46 St & 11 Ave,2013,13092
W 46 St & 11 Ave,2014,22067
W 46 St & 11 Ave,2015,23190
W 46 St & 11 Ave,2016,28642
W 47 St & 10 Ave,2013,15161
W 47 St & 10 Ave,2014,22440
W 47 St & 10 Ave,2015,29676
W 47 St & 10 Ave,2016,28530
W 49 St & 5 Ave,2013,12016
W 49 St & 5 Ave,2014,10265
W 49 St & 8 Ave,2013,23270
W 49 St & 8 Ave,2014,33575
W 49 St & 8 Ave,2015,29509
W 49 St & 8 Ave,2016,35983
W 51 St & 6 Ave,2013,16597
W 51 St & 6 Ave,2014,26845
W 51 St & 6 Ave,2015,32126
W 51 St & 6 Ave,2016,22051
W 52 St & 11 Ave,2013,17063
W 52 St & 11 Ave,2014,24667
W 52 St & 11 Ave,2015,27639
W 52 St & 11 Ave,2016,26218
W 52 St & 5 Ave,2013,13053
W 52 St & 5 Ave,2014,17939
W 52 St & 5 Ave,2015,27223
W 52 St & 5 Ave,2016,45067
W 52 St & 9 Ave,2013,12016
W 52 St & 9 Ave,2014,16300
W 52 St & 9 Ave,2015,25128
W 52 St & 9 Ave,2016,20385
W 53 St & 10 Ave,2013,12268
W 53 St & 10 Ave,2014,21487
W 53 St & 10 Ave,2015,25537
W 53 St & 10 Ave,2016,25206
W 54 St & 9 Ave,2013,10497
W 54 St & 9 Ave,2014,13939
W 54 St & 9 Ave,2015,17908
W 54 St & 9 Ave,2016,17652
W 56 St & 10 Ave,2013,12312
W 56 St & 10 Ave,2014,17437
W 56 St & 10 Ave,2015,23573
W 56 St & 10 Ave,2016,22250
W 56 St & 6 Ave,2013,21089
W 56 St & 6 Ave,2014,28147
W 56 St & 6 Ave,2015,34467
W 56 St & 6 Ave,2016,28387
W 59 St & 10 Ave,2013,18652
W 59 St & 10 Ave,2014,22385
W 59 St & 10 Ave,2015,20109
W 59 St & 10 Ave,2016,14913
W 63 St & Broadway,2015,11043
W 63 St & Broadway,2016,23975
W 64 St & West End Ave,2015,6452
W 64 St & West End Ave,2016,14580
W 67 St & Broadway,2015,10143
W 67 St & Broadway,2016,21978
W 70 St & Amsterdam Ave,2015,9253
W 70 St & Amsterdam Ave,2016,20402
W 74 St & Columbus Ave,2015,5996
W 74 St & Columbus Ave,2016,11186
W 76 St & Columbus Ave,2015,3900
W 76 St & Columbus Ave,2016,15083
W 78 St & Broadway,2015,3671
W 78 St & Broadway,2016,14963
W 82 St & Central Park West,2015,3781
W 82 St & Central Park West,2016,14435
W 84 St & Broadway,2015,10182
W 84 St & Broadway,2016,24026
W 84 St & Columbus Ave,2015,9248
W 84 St & Columbus Ave,2016,17074
W 87 St  & Amsterdam Ave,2016,3420
W 87 St & West End Ave,2016,2828
W 88 St & West End Ave,2016,1
W 89 St & Columbus Ave,2016,1244
W 90 St & Amsterdam Ave,2016,2508
W 92 St & Broadway,2016,1436
W 95 St & Broadway,2016,4414
W Broadway & Spring St,2013,22140
W Broadway & Spring St,2014,34624
W Broadway & Spring St,2015,42106
W Broadway & Spring St,2016,35716
W Houston St & Hudson St,2013,28623
W Houston St & Hudson St,2014,47995
W Houston St & Hudson St,2015,8135
Warren St & Church St,2013,15208
Warren St & Church St,2014,15661
Warren St & Church St,2015,19142
Warren St & Church St,2016,16854
Warren St & Court St,2016,1215
Washington Ave & Greene Ave,2013,2838
Washington Ave & Greene Ave,2014,4077
Washington Ave & Greene Ave,2015,5438
Washington Ave & Greene Ave,2016,4961
Washington Ave & Park Ave,2013,4195
Washington Ave & Park Ave,2014,7134
Washington Ave & Park Ave,2015,9210
Washington Ave & Park Ave,2016,8375
Washington Park,2013,4038
Washington Park,2014,6377
Washington Park,2015,7152
Washington Park,2016,6323
Washington Pl & 6 Ave,2013,14790
Washington Pl & 6 Ave,2014,23205
Washington Pl & 6 Ave,2015,24461
Washington Pl & 6 Ave,2016,21172
Washington Pl & Broadway,2013,18262
Washington Pl & Broadway,2014,28057
Washington Pl & Broadway,2015,37202
Washington Pl & Broadway,2016,31214
Washington Square E,2013,24693
Washington Square E,2014,37288
Washington Square E,2015,27864
Washington Square E,2016,2
Washington St & Gansevoort St,2013,20150
Washington St & Gansevoort St,2014,32874
Washington St & Gansevoort St,2015,48417
Washington St & Gansevoort St,2016,26468
Water - Whitehall Plaza,2013,7897
Water - Whitehall Plaza,2014,12682
Water - Whitehall Plaza,2015,14558
Water - Whitehall Plaza,2016,13255
Watts St & Greenwich St,2013,16734
Watts St & Greenwich St,2014,23011
Watts St & Greenwich St,2015,27671
Watts St & Greenwich St,2016,22863
West Drive & Prospect Park West,2016,1518
West End Ave & W 107 St,2016,1484
West End Ave & W 94 St,2016,2859
West St & Chambers St,2013,40277
West St & Chambers St,2014,63221
West St & Chambers St,2015,79061
West St & Chambers St,2016,78352
West Thames St,2013,24803
West Thames St,2014,29342
West Thames St,2015,35132
West Thames St,2016,30046
William St & Pine St,2013,12042
William St & Pine St,2014,17031
William St & Pine St,2015,18796
William St & Pine St,2016,16480
Willoughby Ave & Hall St,2013,4878
Willoughby Ave & Hall St,2014,7357
Willoughby Ave & Hall St,2015,7375
Willoughby Ave & Hall St,2016,8173
Willoughby Ave & Tompkins Ave,2015,1254
Willoughby Ave & Tompkins Ave,2016,2639
Willoughby Ave & Walworth St,2013,3139
Willoughby Ave & Walworth St,2014,4936
Willoughby Ave & Walworth St,2015,4898
Willoughby Ave & Walworth St,2016,3760
Willoughby St & Fleet St,2013,5055
Willoughby St & Fleet St,2014,8216
Willoughby St & Fleet St,2015,9694
Willoughby St & Fleet St,2016,9923
Wolcott St & Dwight St,2016,217
Wyckoff St & 3 Ave,2016,644
Wythe Ave & Metropolitan Ave,2013,9299
Wythe Ave & Metropolitan Ave,2014,15214
Wythe Ave & Metropolitan Ave,2015,19220
Wythe Ave & Metropolitan Ave,2016,20857
Yankee Ferry Terminal,2015,2158
Yankee Ferry Terminal,2016,6463
York St & Jay St,2013,10135
York St & Jay St,2014,16787
York St & Jay St,2015,18502
York St & Jay St,2016,20032
